target	offset_start	offset_end	context	sense	comments		
corruption	353	363	"#29-15 In addition to preventing Bush from gaining the Republican nomination, Martin intends to focus his campaign on protecting the prestige of the New Hampshire Primary and Iowa Caucus, defending the economic legacy of Founding Father Alexander Hamilton, combating political correctness, emphasizing U.S. relations with Greece, and fighting political corruption."	BAD BEHAVIOUR | Fraud & corruption ['corruption']	-		
corruption	141	151	"#30-15 All opinion polls indicate that the Spanish society is not at all preoccupied by security but by the economic situation and political corruption."""	BAD BEHAVIOUR | Fraud & corruption ['corruption']	-		
corruption	28	38	#37-4 The case relates to a corruption scandal known locally as La Linea((en)) which has seen Vice President Roxana Baldetti arrested and charged with fraud and receiving bribes.	BAD BEHAVIOUR | Fraud & corruption ['corruption']	-		
countries	91	100	"Karzai said the U.S. pact “is not threatening any third country, including the neighboring countries, but we are hoping that this leads to stability, prosperity and development in the region.”"	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	64	73	"The incident is the latest flare-up in tensions between the two countries over competing territorial claims to parts of the South China Sea, which is believed to sit atop vast oil and gas deposits."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	237	246	"The Embassy is still engaged in discussions with the Philippine DFA to seek a solution of this issue, so that China-Philippine friendly relations and peace, stability in South China Sea are well preserved in the best interest of the two countries."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	107	116	"Many Egyptians view Israel, which signed a peace treaty with Egypt in 1979 after four wars between the two countries, with hostility."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	109	118	"China insists it has sovereign rights to all of the South China Sea, even waters close to the coast of other countries and hundreds of miles from its own mainland."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	189	198	"Eduardo Martinez-Abascal, professor of Financial Management at IESE Business School said the Bankia move was a necessary step but one that should have been taken several years ago as other countries had done."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	114	123	"There, he signed a new security agreement with President Hamid Karzai that outlines a partnership between the two countries that will continue after U.S. combat forces end their mission in 2014."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	12	21	#34-14 Both countries have put their militaries on high levels of alert.	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	155	164	#1-5 In yesterday's speech May also ruled out continued membership of the customs union as this prevented Britain from negotiating trade deals with non-EU countries.	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	143	152	"#1-9 May said she wished to guarantee the status of both, but that she also sought ""reciprocity"" before doing so, and noted ""one or two"" other countries had not been willing to do so."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	161	170	"Romania signed its Europe Agreement in 1993 , and submitted its official application for membership in the EU in 1995 , the third of the post-communist European countries to do so after Hungary and Poland ."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	7	16	"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency ."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
countries	224	233	"In 1964 , to support children who were not eligible for adoption , Buck established the Pearl S. Buck Foundation ( now called Pearl S. Buck International ) to `` address poverty and discrimination faced by children in Asian countries . ''"	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
country	135	142	"Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country ."	PARTICULAR AREA | Geography: areas of land in general ['country']	-		
country	87	94	"The violence in Rastan, in the restive central Homs province, and elsewhere around the country is eroding an internationally brokered peace plan that many observers see as the last hope to calm the 14-month-old crisis."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
country	181	188	"The agreement was long sought by the U.S.-backed government of Afghan President Hamid Karzai, the perpetually skittish leader who has publicly voiced fears of what would befall his country if the United States quickly packed up and left."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
country	45	52	"The Taliban then allowed al-Qaida to use the country to plan the terror attacks of Sept. 11, 2001."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
country	135	142	"Also Sunday, two Turkish journalists who had been detained in Syria for two months arrived in Istanbul on a plane from Iran after that country helped negotiate their release by Syrian authorities."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
country	93	100	Google's relations with China have been strained since it moved its search engine out of the country two years ago in a dispute over censorship and security.	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
country	50	57	"Spain effectively took over Bankia SA, one of the country's biggest banks, this week after days of market anxiety over the lender's viability."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
country	150	157	"Toxic assets Spain's banks were hit by billions of euros of losses after a decade-long property bubble burst in 2008 and concerns about them, and the country's overspending regional governments have fanned fears of a new eurozone debt crisis."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
country	179	186	"Just hours after President Obama’s plane lifted off from Afghanistan, a bomb rocked Kabul, killing at least seven, a vivid reminder of the challenges that still lay ahead for the country."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
country	147	154	"Spain's banks were hit by billions of euros of losses after the bursting of a decade-long property bubble in 2008 and concerns about them, and the country's overspending regional governments, have fanned fears of a new euro zone debt crisis."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
country	110	117	"A reform package for Spain's troubled banks, aimed at convincing investors that the sector is solvent and the country has a strategy to avoid a bailout, is expected to be released."	"POLITICAL UNIT | Countries, nationalities & continents: country & nation ['country']"	-		
